split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,intensity_level,pitch_level,rate_level
dev,8,22,32,1070,10,10,Dr. Long,M,neutral,"Actually, theyre things you can do. Just some home remedies, but in my experience Ive found that some of them are quite effective.",68.499,12.0889,231.8714,64.525,305.5872,4.433,8.9333,high,high,medium
dev,8,22,32,1070,11,11,Rachel,F,neutral,"Well, we are ready to try anything.",70.3124,6.0051,269.6971,30.1293,132.1666,4.7348,9.8397,high,medium,high
dev,8,22,32,1070,12,12,Dr. Long,M,neutral,"Okay, theres an herbal tea you can drink.",69.6256,8.2651,202.9748,64.0667,317.7113,2.6979,6.9269,high,medium,low
dev,8,22,32,1070,13,13,Rachel,F,neutral,Okay.,65.9876,10.92,217.644,71.2977,318.1369,2.8847,9.6263,high,low,low
dev,9,2,33,1071,0,0,Chandler,M,sadness,What is wrong with Emma?,61.4962,5.9376,243.4041,54.5167,183.8336,3.6765,5.6787,medium,high,medium
dev,9,2,33,1071,1,1,Monica,F,neutral,"Oh she misunderstood, she thought she was moving to Tulsa.",64.0189,6.218,263.4047,74.2446,351.7646,3.9449,5.3191,medium,medium,medium
dev,1,9,34,1072,0,0,Carol,F,neutral,Anytime you're ready.,60.1301,7.4295,265.4861,74.5485,243.8849,2.1634,13.4,low,medium,low
dev,1,9,34,1072,1,1,Ross,M,neutral,"Ok, ok, here we go.",55.9064,9.4468,173.9486,33.3384,121.484,3.9713,10.8184,low,medium,medium
dev,1,9,34,1072,2,2,Ross,M,neutral,"Ok, where am I talking to, here?",59.6046,6.6973,217.764,73.43,378.8701,3.9474,6.7898,low,high,medium
dev,1,9,34,1072,3,3,Ross,M,neutral,"I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...",62.3084,7.5044,160.3232,43.1739,395.9922,4.5833,6.0975,medium,medium,high
dev,1,9,34,1072,4,4,Carol,F,neutral,Just aim for the bump.,62.3911,4.7801,276.2062,58.9758,273.5179,4.8701,2.2701,medium,medium,high
dev,1,9,34,1072,5,5,Ross,M,neutral,"Ok, ok, ok, ok, here goes.",56.2591,9.8055,194.7784,50.411,214.4679,3.484,7.6849,low,medium,medium
dev,1,9,34,1072,6,6,Ross,M,fear,"You know, I, you know, can't do this.",60.9267,7.394,208.5927,39.735,243.6166,3.9971,7.4958,low,medium,medium
dev,1,9,34,1072,7,7,Ross,M,disgust,"Uh, this is too weird.",59.3309,7.6572,262.2955,90.0162,353.9933,4.0323,6.5594,low,high,medium
dev,1,9,34,1072,8,8,Ross,M,sadness,I feel stupid.,59.8719,6.1262,190.2164,48.5972,198.2409,3.5377,6.1063,low,medium,medium
dev,1,9,34,1072,9,9,Carol,F,neutral,"So don't do it, it's fine. You don't have to do it just because Susan does it.",58.0777,7.4374,281.0258,74.5387,346.0697,4.5833,8.8593,low,medium,high
dev,1,9,34,1072,10,10,Ross,M,joy,"Hello, baby. Hello, hello.",65.939,3.9901,235.5169,100.6153,348.2071,3.6387,0.8482,high,high,medium
dev,3,12,35,1073,0,0,Mark,M,neutral,"Oh, hi. Its Mark.",61.5425,7.6753,236.9796,87.0342,358.6489,3.75,3.4678,medium,high,medium
dev,3,21,36,1074,0,0,Ross,M,fear,Easy. Easy. You have to go to the hospital. Okay?,60.9402,11.5152,198.8229,69.2049,386.4062,4.7503,8.6798,low,medium,high
dev,3,21,36,1074,1,1,Rachel,F,neutral,"Okay, I do.",62.8321,10.2173,291.1872,80.5543,332.26,2.467,9.7458,medium,medium,low
dev,3,21,36,1074,2,2,Ross,M,neutral,Okay.,66.4524,5.6129,204.9281,34.7108,101.7284,2.7572,7.3736,high,medium,low
dev,3,21,36,1074,3,3,Rachel,F,neutral,I really do.,65.094,5.4822,214.3135,75.7539,284.8162,4.8077,8.1283,high,low,high
dev,3,21,36,1074,4,4,Ross,M,neutral,"Okay, Im gonna get your coat and then Ill-Ill put you in a cab.",65.9502,7.5517,184.9366,58.8284,263.5599,5.2532,9.288,high,medium,high
dev,3,21,36,1074,5,5,Rachel,F,sadness,"Okay. Oh wait, wait-wait, youre not gonna come with me?",63.5163,10.4446,378.631,46.3615,230.8454,5.6603,10.8683,medium,high,high
dev,3,21,36,1074,6,6,Ross,M,surprise,Of course I am. I just have to make a call.,60.6504,12.428,134.2919,23.4785,146.9432,4.4546,6.0483,low,low,high
dev,3,21,36,1074,7,7,Rachel,F,neutral,Okay.,55.6315,10.5997,151.2489,13.9171,38.6621,2.2865,8.5801,low,low,low
dev,3,21,36,1074,8,8,Ross,M,neutral,Okay?,30.5646,1.0412,,,,,-1.107,low,,
dev,3,21,36,1074,9,9,Rachel,F,surprise,Thank you.  Oww!!!! God!,59.7587,13.2333,241.9299,116.2646,412.5751,1.8641,5.0287,low,medium,low
dev,3,21,36,1074,10,10,Ross,M,fear,"What?! I wh-, whats wrong?",63.8927,8.9286,173.5917,24.72,115.6672,4.4221,7.3504,medium,medium,medium
dev,3,21,36,1074,11,11,Rachel,F,disgust,"Im sorry, I just cant go to the hospital lookin like this.",61.9312,7.808,274.9457,41.0841,164.2723,3.5224,2.7942,medium,medium,medium
dev,3,24,37,1075,0,0,TV Announcer,U,neutral,"Pete Becker is circling the ring now. It looks like, hes just trying to feel him out. Oh, Bruiser is just...",64.7507,7.247,219.4804,52.4398,235.3685,3.7177,5.5263,medium,medium,medium
dev,3,24,37,1075,1,1,Chandler,M,fear,"Run! Run you crazy, rich freak!",64.7872,7.5302,296.4444,66.2067,303.5237,3.3482,8.6049,medium,high,medium
dev,3,24,37,1075,2,2,Rachel,F,fear,"Oh, I cant watch this.",60.1519,5.7199,338.8888,70.7206,230.9311,3.1779,5.4164,low,high,low
dev,3,24,37,1075,3,3,Joey,M,surprise,"Check it out, hes winning!  Petes winning!",62.794,8.3968,274.226,57.7053,226.0594,3.0438,8.614,medium,high,low
dev,3,24,37,1075,4,4,Monica,F,surprise,Really?!,65.2735,4.8795,273.5216,104.2028,376.6439,2.5338,4.4797,high,medium,low
dev,3,24,37,1075,5,5,Joey,M,fear,No-o-o!!,63.9025,2.5959,330.8993,2.2574,5.9286,2.2321,-1.6404,medium,high,low
dev,3,24,37,1075,6,6,TV Announcer,U,fear,"Uh-oh, Bruiser has Becker on the canvas and is going for his favourite area.",61.2386,7.7941,269.8087,69.9718,303.6708,4.9342,7.8461,low,medium,high
dev,3,24,37,1075,7,7,All,U,disgust,Oh! Oh!,65.568,4.8855,388.614,45.441,163.2789,2.3834,1.4207,high,high,low
dev,3,24,37,1075,8,8,Phoebe,F,surprise,"Wait, if thats his favourite area, why is he being so mean to it?",64.4355,5.6172,348.712,95.9121,336.4748,5.0403,4.2132,medium,high,high
dev,3,24,37,1075,9,9,Ross,M,surprise,"Well, this is ironic.",65.3474,4.0938,236.3932,56.2366,238.7612,5.5613,7.2264,high,high,high
dev,3,24,37,1075,10,10,Ross,M,neutral,"Of your last two boyfriends, Richard didnt want to have kids, and from the looks of it, now Pete cant.",63.5372,8.2213,203.3583,28.8474,152.1349,4.1627,11.3972,medium,medium,medium
dev,4,2,38,1076,0,0,Joey,M,anger,"Dude, you dont have to brag! We got nothing here!!",64.8979,11.7246,208.3696,36.7146,205.7035,3.8039,6.8098,medium,medium,medium
dev,8,24,39,1077,0,0,Chandler,M,neutral,Should we tell Rachel theres an empty private room right next door to hers?,69.8927,9.034,144.8831,45.218,180.1185,4.4785,8.5264,high,low,high
dev,8,24,39,1077,1,1,Monica,F,joy,"We could, or we can have sex in it.",69.8367,12.7263,268.3813,58.7667,255.3778,3.9063,7.3149,high,medium,medium
dev,8,24,39,1077,2,2,Chandler,M,joy,"Well let me think about that, while I remove my pants!",71.1093,11.3673,151.898,39.3384,174.433,4.6972,8.8108,high,low,high
dev,8,5,40,1078,0,0,Rachel,F,surprise,I thought I was a complete idiot.,71.9819,9.6367,282.8894,128.8368,396.5825,5.2083,8.1152,high,medium,high
dev,8,5,40,1078,1,1,Joey,M,neutral,"Hey, Im with you. He even asked me if I thought youd go out with him.",71.5286,10.9917,218.6978,136.7725,414.4884,4.4396,5.2803,high,high,high
dev,8,5,40,1078,2,2,Rachel,F,disgust,"Oh! Oh, I think Im gonna throw up a little bit. What did you say?",70.1191,9.7271,267.4213,83.4696,328.2447,3.153,4.2456,high,medium,low
dev,8,5,40,1078,3,3,Joey,M,neutral,I said no.,70.5983,9.7356,248.0122,115.6519,328.7667,3.7007,4.48,high,high,medium
dev,8,5,40,1078,4,4,Rachel,F,surprise,What?!,63.5244,8.1565,270.3118,7.987,22.3892,,2.2004,medium,medium,
dev,8,5,40,1078,5,5,Joey,M,surprise,What? II just figured since youre pregnant youre not gonna be seeing people.,69.9948,9.6047,166.6333,82.2817,389.3533,3.856,5.5641,high,medium,medium
dev,8,5,40,1078,6,6,Rachel,F,anger,"Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant?",66.1805,7.9894,182.1268,91.7548,292.7554,5.3268,8.6856,high,low,high
dev,8,5,40,1078,7,7,Joey,M,neutral,I didnt tell him. I didnt know if you were telling people. This is back when I thought Kash was still people.,68.8324,10.0039,115.8671,33.3965,131.1361,3.5088,3.4864,high,low,medium
dev,8,5,40,1078,8,8,Rachel,F,fear,"Good-good, dont tell him. Dont tell him. Just have him call me okay?",71.6248,5.7805,248.557,34.5229,143.7333,4.0179,9.1082,high,medium,medium
dev,8,5,40,1078,9,9,Joey,M,sadness,"Rach look, I really dont think thats such a great",70.7872,5.8524,113.5845,9.6948,38.7055,4.4341,6.8848,high,low,medium
dev,8,5,40,1078,10,10,Rachel,F,joy,"Okay, you go do it! Ill come back to that set! Ill meet more actors! Ill meet em all!",73.16,7.7735,276.3871,67.8888,387.478,4.2421,6.2407,high,medium,medium
dev,4,16,41,1079,0,0,Rachel,F,neutral,"Ohh, here you are. I was looking for you before. Joshuas gone so you and Emily are free to go.",64.0797,9.6354,263.6037,85.8584,373.9653,4.0261,8.886,medium,medium,medium
dev,4,16,41,1079,1,1,Ross,M,neutral,Thats okay.,53.3688,7.3634,120.658,13.4109,67.4037,2.6408,4.9603,low,low,low
dev,4,16,41,1079,2,2,Ross,M,neutral,"Shes still in there enjoying her fake party and uh, its too late to do any of the things I had planned, so",63.7752,9.9916,122.5745,15.6499,125.4951,4.4732,9.4883,medium,low,high
dev,5,1,42,1080,0,0,Ross,M,anger,Ah! Ah! I forgot my jacket!,68.645,4.9911,237.7176,55.7209,209.0994,4.9868,5.5165,high,high,high
dev,5,1,42,1080,1,1,Ross,M,anger,You tell them to wait!,68.6402,7.2896,283.0306,62.0826,296.0985,6.0764,8.3574,high,high,high
dev,5,1,42,1080,2,2,Rachel,F,neutral,Okay. Wait! Wait!,67.1008,7.83,276.8077,88.0394,399.6616,5.5147,6.657,high,medium,high
dev,5,1,42,1080,3,3,Ross,M,neutral,Emily.,58.2037,10.0681,169.8053,42.6666,129.4554,2.2255,13.4623,low,medium,low
dev,5,1,42,1080,4,4,Ross,M,anger,Oh no-no-no! Oh-no!  No! No! Emily!,67.8297,6.1338,276.545,107.0614,394.4802,3.4445,4.9059,high,high,medium
dev,6,6,43,1081,0,0,Monica,F,neutral,Hey. Call me when you get there. Okay?,57.4706,7.8074,171.6457,60.8144,169.5851,2.8699,7.1221,low,low,low
dev,6,6,43,1081,1,1,Rachel,F,neutral,Okay.,51.1922,5.7783,144.8714,53.939,147.271,1.9946,3.6488,low,low,low
dev,5,17,44,1082,0,0,The Hot Girl,F,sadness,I know. You're the guy who wouldn't chip in for the handyman.,62.0462,8.6896,188.8786,36.1095,186.0887,4.7382,9.4409,medium,low,high
dev,5,17,44,1082,1,1,Ross,M,anger,Nevermind!,65.6979,7.1906,154.1826,16.9289,76.442,1.5369,11.4029,high,low,low
dev,5,17,44,1082,2,2,The Hot Girl,F,neutral,"No, I-I actually thought it was unfair the way everyone reacted. I mean you had just moved in.",64.7947,10.0353,252.1959,68.9493,394.9069,3.8265,8.4732,medium,medium,medium
dev,5,17,44,1082,3,3,The Hot Girl,F,neutral,Jen.,62.882,10.7532,202.018,77.9523,266.7562,2.988,7.605,medium,low,low
dev,5,17,44,1082,4,4,Ross,M,neutral,"Jen, I know this may sound a little But uh, would you maybe wanna grab a cup of coffee sometime, or",65.5833,9.0264,200.689,68.1242,413.6202,4.4338,8.735,high,medium,medium
dev,5,17,44,1082,5,5,Jen,F,joy,Sure! That would be nice.,60.7783,9.4827,228.4122,31.5121,136.2042,3.3885,9.9205,low,low,medium
dev,5,17,44,1082,6,6,Ross,M,neutral,Umm?,64.6924,11.3056,142.4249,7.0194,26.6072,1.3838,10.666,medium,low,low
dev,5,17,44,1082,7,7,Jen,F,joy,Oh! My number is on there.  Give me a call.,62.363,10.7295,231.4537,38.0613,259.2778,3.4954,10.5272,medium,low,medium
dev,5,17,44,1082,8,8,Ross,M,neutral,I will give you a call.,64.4148,12.1174,148.9041,32.561,139.0261,4.5,11.3266,medium,low,high
dev,5,17,44,1082,9,9,Jen,F,neutral,I'll see you later.,57.3008,8.7615,230.8233,48.2681,163.4669,2.0833,7.9195,low,low,low
dev,5,17,44,1082,10,10,Ross,M,joy,Okay!,63.2931,9.4546,250.3099,116.7217,365.5682,3.5377,10.0826,medium,high,medium
dev,5,17,44,1082,11,11,Jen,F,neutral,I forgot my paper.,67.9398,2.5552,233.6215,49.3757,191.7309,3.2813,1.1685,high,low,low
dev,3,17,45,1083,0,0,Chandler,M,neutral,"Here we go. Okay, brace yourselves.",64.9602,3.1069,263.9207,105.2268,331.0922,4.2026,1.7059,high,high,medium
dev,3,17,45,1083,1,1,Monica,F,neutral,What?,65.7775,3.1308,286.3465,121.8454,319.3266,4.2613,2.7382,high,medium,medium
dev,3,17,45,1083,2,2,Rachel,F,neutral,Okay.,67.0178,1.7223,309.3926,47.8262,141.713,1.8028,-1.0235,high,high,low
dev,3,17,45,1083,3,3,Monica,F,surprise,Ow!,64.915,3.0087,273.4171,30.7842,87.5063,0.8082,-0.7292,medium,medium,low
dev,3,17,45,1083,4,4,Phoebe,F,neutral,Arent you gonna go?,62.3755,4.9802,353.2463,28.1921,137.4266,2.6042,5.2585,medium,high,low
dev,3,17,45,1083,5,5,Rachel,F,neutral,No. Thank you.,61.3261,6.157,343.4995,40.2702,235.3041,3.2895,8.1539,low,high,low
dev,3,17,45,1083,6,6,Monica,F,neutral,"No, Rachel never pees in public restrooms.",60.5504,5.8115,307.7271,58.6828,290.8225,4.7607,6.6217,low,medium,high
dev,3,17,45,1083,7,7,Rachel,F,neutral,"Well, they never have any paper in there y'know. So my rule is no tissue, no tuschy.  Well, if everybodys going.",62.8256,6.4688,313.4655,88.6921,423.4746,3.8162,5.4645,medium,high,medium
dev,3,17,45,1083,8,8,Phoebe,F,neutral,"No, y'know what dont close it  cause the... keys...are in there.",64.9473,5.8519,343.9348,76.8021,347.897,4.1853,6.1416,high,high,medium
dev,3,17,45,1083,9,9,Chandler,M,fear,"Oh, no-no-no-no-no-no!!",69.4508,3.8211,370.2816,30.2516,191.1836,2.1634,9.082,high,high,low
dev,3,17,45,1083,10,10,Joey,M,neutral,Whats going on?,64.7858,5.5967,207.3568,17.585,49.384,1.5625,3.6428,medium,medium,low
dev,3,17,45,1083,11,11,Chandler,M,fear,My lighters in there!,64.3679,6.7865,323.5495,73.6789,323.1808,3.1601,6.3122,medium,high,low
dev,3,8,46,1084,0,0,Rachel,F,neutral,I promise.,63.0579,2.7118,213.7608,25.2855,68.3875,2.87,0.3285,medium,low,low
dev,3,8,46,1084,1,1,Phoebe,F,neutral,"Although, dont feel like you cant visit.",61.2307,8.5468,358.9954,56.4694,338.4651,5.2083,7.8412,low,high,high
dev,3,8,46,1084,2,2,Joey,M,neutral,"Hey, is, is, is Chandler here?",60.9914,7.6794,213.7777,83.1508,296.8038,3.2327,7.3892,low,high,low
dev,3,8,46,1084,3,3,Ross,M,neutral,"No, no hes not.",61.8368,6.2294,189.9393,54.1908,171.7792,3.7202,6.064,medium,medium,medium
dev,3,8,46,1084,4,4,Monica,F,surprise,"You guys, Joey just saw Janice kissing her ex-husband.",60.7389,7.0094,247.545,45.0152,225.992,4.1043,4.22,low,medium,medium
dev,3,8,46,1084,5,5,Ross,M,surprise,"What?  So what are you going to do? I mean how, how are you going to tell Chandler?",62.7709,7.6798,241.5028,74.5566,376.8012,4.7326,8.7946,medium,high,high
dev,3,8,46,1084,6,6,Joey,M,neutral,"Well, I was thinking about that and I, I think the best way would be, to not.",59.6911,9.2341,140.1487,66.1833,359.2347,3.811,5.6748,low,low,medium
dev,3,8,46,1084,7,7,Rachel,F,neutral,"Joey, you cant keep this to yourself, if you know about this, you have to tell him.",62.4025,7.2639,274.9997,50.4742,223.5383,3.4722,4.8426,medium,medium,medium
dev,3,8,46,1084,8,8,Joey,M,fear,"Itll kill him. I mean itll, itll just kill him.",64.6989,9.4367,195.2,63.6394,223.3382,4.3403,8.2457,medium,medium,medium
dev,3,8,46,1084,9,9,Phoebe,F,neutral,"Well, you could wait til I go to the dentist, maybe",64.2763,7.4818,244.3984,55.3748,374.7021,4.5139,5.3652,medium,medium,high
dev,3,17,47,1085,0,0,Carol,F,neutral,"Hey, what are you doing here?",63.759,5.6656,221.0858,68.5775,246.1337,5.8594,6.8329,medium,low,high
dev,3,17,47,1085,1,1,Ross,M,neutral,"Well, oh just ah, I was just wondering, when you and I split up, did you get the tape that was half the last episode of",63.0568,8.6752,198.9778,44.5964,368.152,4.9739,10.8655,medium,medium,high
dev,3,17,47,1085,2,2,Carol,F,neutral,"Ah yeah, but now its Susan and me in Mexico and the hostages coming home.",59.8416,6.8209,226.078,51.5669,412.4918,4.633,7.509,low,low,high
dev,3,17,47,1085,3,3,Ross,M,neutral,Wheres Ben?,62.4183,3.269,173.2543,5.9128,26.0007,0.9567,-0.0734,medium,medium,low
dev,3,17,47,1085,4,4,Carol,F,neutral,Hes sleeping.,55.5206,7.2898,222.5858,44.3556,196.1711,3.9724,10.0257,low,low,medium
dev,3,17,47,1085,5,5,Ross,M,surprise,"Ahh.  Ooh, is this a ah, is this a bad time?",59.0001,10.0987,210.8723,55.142,263.265,5.2592,10.0691,low,medium,high
dev,3,17,47,1085,6,6,Carol,F,joy,"Umm, yeah, actually, Susans gonna be home any minute, its kinda an anniversary.",59.4986,8.3431,227.8437,53.2175,294.7389,4.553,7.7071,low,low,high
dev,3,17,47,1085,7,7,Ross,M,surprise,"Oh! I thought you guys got married in uh, January?",58.8004,7.6683,180.402,21.2999,101.2351,4.0409,13.6079,low,medium,medium
dev,3,17,47,1085,8,8,Carol,F,neutral,Its not that kind of anniversary.,46.9902,5.5212,176.0772,32.9169,119.5934,3.4722,5.6786,low,low,medium
dev,3,17,47,1085,9,9,Ross,M,surprise,Ah!  Oh.,48.7349,7.3039,153.6477,41.7852,125.5109,2.038,9.5593,low,low,low
dev,3,17,47,1085,10,10,Carol,F,neutral,Sooo!! Anyway...,63.9256,6.4335,261.0281,58.1995,250.6225,2.2146,1.873,medium,medium,low
dev,3,8,48,1086,0,0,Monica,F,neutral,Where are we gonna find a tiny little hat?,62.7532,8.6206,332.6855,77.6865,332.3192,4.3364,7.304,medium,high,medium
dev,3,8,48,1086,1,1,Rachel,F,joy,"Oh, oh, oh, Ill get Rainy Day Bear!!",64.0741,14.2566,370.7039,85.0961,248.4721,4.7975,10.6774,medium,high,high
dev,3,8,48,1086,2,2,Monica,F,joy,"Because hell know what to do?  Oh my God, youre a genius!",64.5382,7.9043,364.2012,77.4759,319.4039,3.9844,5.083,medium,high,medium
dev,3,8,48,1086,3,3,Rachel,F,fear,"Oh God, oh God, its sowed on though.",61.4583,12.301,374.2863,40.8031,181.8335,3.5112,16.9008,medium,high,medium
dev,3,8,48,1086,4,4,Monica,F,neutral,Give it. Give it.,59.8657,9.2147,356.4323,31.0892,122.4265,4.0761,7.3447,low,high,medium
dev,3,8,48,1086,5,5,Rachel,F,neutral,Okay.,58.2777,8.5602,367.7265,28.7598,99.4076,3.9893,6.6504,low,high,medium
dev,3,8,48,1086,6,6,Monica and Rachel,U,surprise,Oh!!,66.5285,8.5523,381.8296,81.97,318.1162,4.1118,5.5179,high,high,medium
dev,3,8,48,1086,7,7,Rachel,F,sadness,"Oh, its just like a bloodbath in here today.",66.6275,4.8409,388.2833,97.902,382.1803,3.125,8.426,high,high,low
dev,1,23,49,1087,0,0,Ross,M,anger,Please. This is so your fault.,63.0913,5.8171,223.6011,112.8947,367.5962,5.2389,5.4489,medium,high,high
dev,1,23,49,1087,1,1,Susan,F,surprise,"How, how is this my fault?",67.2715,0.5832,213.469,25.0608,67.6621,,6.7252,high,low,
dev,1,23,49,1087,2,2,Ross,M,anger,"Look, Carol never threw me out of a room before you came along.",62.0133,6.421,236.0176,68.7302,365.0105,5.3957,9.6196,medium,high,high
dev,1,23,49,1087,3,3,Susan,F,anger,"Yeah? Well, there's a lot of things Carol never did before I came along.",61.4735,6.9652,210.3418,71.5128,327.7093,4.9926,5.4583,medium,low,high
dev,1,23,49,1087,6,4,Phoebe,F,anger,"Hey, hey, ok, all right, that's it!",62.2011,6.689,310.4875,85.125,399.704,5.4451,6.0393,medium,high,high
dev,1,23,49,1087,7,5,Phoebe,F,anger,Get in here.,59.9825,7.3428,355.8493,85.7564,349.2295,3.9612,6.0698,low,high,medium
dev,1,23,49,1087,8,6,Phoebe,F,neutral,Come on.,56.3974,6.2262,370.5604,94.3512,350.3868,2.992,4.4244,low,high,low
dev,1,23,49,1087,9,7,Phoebe,F,anger,"My god, you guys, I don't believe you.",60.7291,8.1475,341.3103,94.4901,321.9401,3.9502,10.4074,low,high,medium
dev,1,23,49,1087,10,8,Phoebe,F,anger,There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing.,59.9909,8.1605,354.8535,96.3491,412.5801,5.3696,10.9801,low,high,high
dev,1,23,49,1087,11,9,Phoebe,F,anger,"So just stop all the yelling, just stop it!",59.9497,12.4041,377.8251,83.7255,287.137,4.2506,9.32,low,high,medium
dev,1,23,49,1087,12,10,Ross,M,neutral,"Yeah, Susan.",57.5794,10.0607,217.7497,82.3374,327.8324,3.9062,3.5657,low,high,medium
dev,1,23,49,1087,13,11,Phoebe,F,anger,"Don't make me do this again, I don't like my voice like this.",61.6425,8.4684,348.0823,70.22,398.2827,4.3103,7.9564,medium,high,medium
dev,1,23,49,1087,14,12,Phoebe,F,neutral,"Ok, who wants to hear something ironic?",59.3769,7.0387,265.1011,62.8027,280.7293,4.9342,6.04,low,medium,high
dev,6,22,50,1088,0,0,Phoebe,F,surprise,"Oh! Here it is!  Ooh, Joey! Why did you sign it, ""Son of a bitch?""",64.3941,9.2876,340.2903,93.2905,422.1631,5.1259,7.1487,medium,high,high
dev,6,22,50,1088,1,1,Joey,M,surprise,I didnt do that! Who wouldve done that?!,66.8779,5.3917,237.1221,67.7606,239.1836,4.9579,10.0444,high,high,high
dev,6,22,50,1088,2,2,The Dry Cleaner,M,anger,Son of a bitch!,67.9098,4.1824,257.5307,69.6596,226.7555,4.6874,5.7136,high,high,high
dev,6,22,50,1088,3,3,Phoebe,F,neutral,"Okay, maybe ask this guy.",64.9565,8.0637,329.1189,59.0991,263.5054,4.9579,4.1344,high,high,high
dev,6,17,51,1089,0,0,Joey,M,neutral,"Oh, did I not mention? Carl is a guy I hired to be my identical twin for a medical research project.",64.1669,7.5415,155.8478,72.7158,326.3647,3.9474,4.6969,medium,low,medium
dev,6,17,51,1089,1,1,Chandler,M,joy,"Yknow sometimes the good ideas are just right in front of you, arent they?",64.563,6.2295,170.6689,34.1074,204.3066,4.5797,6.4155,medium,medium,high
dev,6,17,51,1089,2,2,Joey,M,neutral,"Okay, I know it sounds crazy, but I think it might work. Yknow? The only problem is, Carls acting is",61.381,8.0489,134.1199,36.8321,312.2629,4.5918,4.5812,medium,low,high
dev,6,17,51,1089,3,3,Monica,F,neutral,The,63.8986,9.4721,394.0183,61.3427,273.2695,2.5545,5.8054,medium,high,low
dev,6,17,51,1089,4,4,Joey,M,neutral,"Yeah, hes the reason I didnt get that big",64.645,5.2958,185.9829,18.741,104.5605,4.7402,8.2335,medium,medium,high
dev,6,17,51,1089,5,5,Carl,M,neutral,"Hey, uh can I get a little piece of that cake?",63.9355,12.7834,198.6453,48.1928,295.1215,3.5188,8.1286,medium,medium,medium
dev,6,17,51,1089,6,6,Joey,M,anger,Pizza!! We like Pizza!! Get out!!!,67.5025,11.8322,325.6589,64.0697,340.9721,3.7096,9.4448,high,high,medium
dev,6,24,52,1090,0,0,Waitress,F,neutral,"Hey Monica, theres a customer who wants to complement the chef, should I let him in?",63.6855,7.6932,201.1862,44.1372,243.9852,4.0761,6.212,medium,low,medium
dev,6,24,52,1090,1,1,Monica,F,joy,"Sure, I love this part!",65.0004,8.4092,351.0057,72.2536,360.9876,3.7668,6.7403,high,high,medium
dev,6,24,52,1090,2,2,Waitress,F,neutral,Come on in.,62.1082,9.8657,222.0491,57.4485,242.5667,2.2936,3.5262,medium,low,low
dev,6,10,53,1091,0,0,Joey,M,joy,"Really? In the moment, I really wanted to kiss you too. In the moment.",63.7601,8.4523,110.5224,45.0404,415.5669,3.0587,3.0631,medium,low,low
dev,6,10,53,1091,1,1,Janine,F,neutral,"In the moment, yeah.",66.2095,3.8791,194.8485,8.5217,30.4745,1.9531,1.8036,high,low,low
dev,6,10,53,1091,2,2,Joey,M,joy,But only in the moment. So do ya wanna kiss again?,59.0171,8.6505,98.3774,36.3945,229.1007,2.974,5.0018,low,low,low
dev,6,10,53,1091,3,3,Janine,F,neutral,"Sure, New Years Eve is only two weeks away. Can you wait?",60.333,9.2799,159.779,45.9741,167.2582,4.7581,9.8045,low,low,high
dev,6,10,53,1091,4,4,Joey,M,neutral,No.,63.6334,9.0126,96.5773,11.616,34.0535,0.6996,4.0988,medium,low,low
dev,6,10,53,1091,5,5,Janine,F,neutral,Me neither.,61.4047,9.9297,162.7383,49.2983,253.9945,4.1667,9.6791,medium,low,medium
dev,6,10,53,1091,6,6,Joey,M,neutral,"3, 2,",57.6395,7.0232,108.3459,25.6747,75.3882,2.5756,10.2739,low,low,low
dev,6,10,53,1091,7,7,Janine,F,joy,"Joey, you dont have to count down every time we kiss.",62.7825,5.6825,163.0774,17.7429,118.4545,3.9063,8.1551,medium,low,medium
dev,6,10,53,1091,8,8,Joey,M,joy,"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",62.48,5.872,91.76,11.8759,44.8182,3.2587,2.6189,medium,low,low
dev,1,4,54,1092,0,0,Monica,F,neutral,Alright. Phoebe?,58.3616,3.6649,294.9308,20.017,93.7175,5.2083,4.776,low,medium,high
dev,1,4,54,1092,1,1,Phoebe,F,neutral,"Okay, okay.",58.8936,3.1593,254.6357,72.8586,264.2041,1.1161,6.631,low,medium,low
dev,1,4,54,1092,2,2,Phoebe,F,joy,"If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",55.5548,8.4175,245.1451,58.6482,256.5158,3.9819,8.0244,low,medium,medium
dev,1,4,54,1092,3,3,Ross,M,neutral,"Yeah, see.. you took mine. Chandler, what about you?",60.3338,6.3567,157.7561,47.703,295.8635,2.988,2.7612,low,medium,low
dev,1,4,54,1092,4,4,Chandler,M,neutral,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",58.8569,8.2811,160.0417,25.7315,117.4154,4.9495,9.143,low,medium,high
dev,1,4,54,1092,5,5,Rachel,F,disgust,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",60.8173,6.6409,330.5241,89.1441,357.3361,4.0509,7.5441,low,high,medium
